MARKET,ITEMCODE,INAME,IMENUCAT,PRODUCTCAT,PRODUCTFAM
MCDHK,4844,Dbl Sharing Platter,Combo,OTHERS,OTHERS
MCDHK,5003,HAM&EGG CHEESY PASTA,Breakfast Entrée,OTHERS,OTHERS
MCDHK,5004,SAU&EGG CHEESY PASTA,Breakfast Entrée,OTHERS,OTHERS
MCDHK,5040,Egg Sausage Muffin,Entrees,OTHERS,OTHERS
MCDHK,5042,Sausage Egg Muffin AM,Breakfast Entrée,OTHERS,OTHERS
MCDHK,5043,DOUBLE SAUSAGE W/EGG MUFFIN,Entrees,OTHERS,OTHERS
MCDHK,5954,Sau Egg Twisty Pasta Meal,EVB,OTHERS,OTHERS
MCDHK,5961,Ham Egg Twisty Pasta EVB,EVB,OTHERS,OTHERS
MCDHK,5962,Grilled Chicken Pasta EVB,EVB,OTHERS,OTHERS
MCDHK,5967,HAM&EGG CHEESY PASTA EVB,EVB,OTHERS,OTHERS
MCDHK,5968,SAU&EGG CHEESY PASTA EVB,EVB,OTHERS,OTHERS
MCDHK,5986,BIG & TASTY EVM HALF PRICE,All EVM (Combined),OTHERS,OTHERS
MCDHK,5993,Sau Egg Twisty Pasta Tonkotsu Flavor EVB,EVB,OTHERS,OTHERS
MCDHK,5994,Sau Egg Cheesy Pasta Tonkotsu Flavor EVB,EVB,OTHERS,OTHERS
MCDHK,5995,Ham Egg Twisty Pasta Tonkotsu Flavor EVB,EVB,OTHERS,OTHERS
MCDHK,5996,Ham Egg Cheesy Pasta Tonkotsu Flavor EVB,EVB,OTHERS,OTHERS
MCDHK,5997,Grilled Chicken Pasta Tonkotsu Flavor EVB,EVB,OTHERS,OTHERS
MCDHK,5998,Grilled Chicken Cheesy Pasta Tonkotsu Flavor EVB,EVB,OTHERS,OTHERS
MCDHK,5999,Grilled Chicken Cheesy Pasta EVB,EVB,OTHERS,OTHERS
MCDHK,6037,$20 MCCRISPY Value Dinner EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,6038,Shogun w/Egg Regular EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,6039,$66 HAPPYSHARINGMEAL,Combo,OTHERS,OTHERS
MCDHK,6041,Shogun Regular EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,6042,EVM EBI Burger,All EVM (Combined),OTHERS,OTHERS
MCDHK,6045,Mega McPepper EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,6071,MCCRISPY CKN COMBO +,Entrees,OTHERS,OTHERS
MCDHK,6091,RICE WRAP CHICKEN COMBO,Combo,OTHERS,OTHERS
MCDHK,6093,RICE WRAP BEEF COMBO,Combo,OTHERS,OTHERS
MCDHK,6127,PEPPER GRILL BEEF EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,6128,PEPPER GRILL CHICKEN EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,6129,$48 Happy  Meal Set,HM,OTHERS,OTHERS
MCDHK,6133,Double Filet EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,6134,Big N Tasty EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,6145,DOUBLE SAUSAGE W/EGG MUFFIN EVB,EVB,OTHERS,OTHERS
MCDHK,6165,BIG N TASTY +,Entrees,OTHERS,OTHERS
MCDHK,6176,Sau Egg Muffin EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,6184,Grilled Chicken Regular EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,6188,McPepper EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,6199,GRILLED CHICKEN+,Combo,OTHERS,OTHERS
MCDHK,6228,EVM +$6 MINI GREEN SALAD,Sides,OTHERS,OTHERS
MCDHK,6333,Prosperity Beef Burger +,Entrees,OTHERS,OTHERS
MCDHK,6344,PEPPER GRILL CHICKEN BURGER,Entrees,OTHERS,OTHERS
MCDHK,6363,$12 Sausage Egg Muffin +,Entrees,OTHERS,OTHERS
MCDHK,6453,GRILLED CHICKEN +,Entrees,OTHERS,OTHERS
MCDHK,6497,$20 MCCKICKEN (CATERING),Combo,OTHERS,OTHERS
MCDHK,6502,EVB+$4 Ham & Cheese Burger,Breakfast Entrée,OTHERS,OTHERS
MCDHK,6506,MDS-COMBO-WING(4PCS)+S.CORN,Combo,OTHERS,OTHERS
MCDHK,6507,Mother'sClubMeal_NUG6PC+L.CORN,Combo,OTHERS,OTHERS
MCDHK,6518,4PCS BBQ WINGS EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,6519,4PCS TENDER SALTED WINGS EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,6525,$88 MDS COMBO,Combo,OTHERS,OTHERS
MCDHK,6555,$118 MDS COMBO,Combo,OTHERS,OTHERS
MCDHK,6556,(+)2PCS BBQ WINGS,Entrees,OTHERS,OTHERS
MCDHK,6557,(+)4PCS BBQ WINGS,Entrees,OTHERS,OTHERS
MCDHK,6558,(+)2PCS TENDER SALTED WINGS,Entrees,OTHERS,OTHERS
MCDHK,6559,(+)4PCS TENDER SALTED WINGS,Entrees,OTHERS,OTHERS
MCDHK,6605,Green Salad EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,6610,Grill Chicken Salad EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,6622,HM-HAMB-AM,EVB,OTHERS,OTHERS
MCDHK,6623,$16 SAUSAGE McMUFFIN W/EGG MINI EVB,Mini-EVB,OTHERS,OTHERS
MCDHK,6624,$13 HAM & CHEESE BURGER MINI EVB,Mini-EVB,OTHERS,OTHERS
MCDHK,6626,Sausage W/Egg EVB,EVB,OTHERS,OTHERS
MCDHK,6667,GREEN SALAD EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,6668,GRILL CHICKEN SALAD EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,6674,(+) SMALL OJ,Beverages Cold,OTHERS,OTHERS
MCDHK,6678,4 Pcs Wings Add-on (Rice Lover Combo 3),All EVM (Combined),OTHERS,OTHERS
MCDHK,6699,Double Quarter Pounder EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,6714,HM - HAMBURGER (AM),HM,OTHERS,OTHERS
MCDHK,6748,HM - SAUSAGE MCMUFFIN (PM),HM,OTHERS,OTHERS
MCDHK,6794,HM + $3.5 TWISTER FRIES,HM,OTHERS,OTHERS
MCDHK,6806,EVM RICE WRAP CHICKEN,All EVM (Combined),OTHERS,OTHERS
MCDHK,6807,EVM RICE WRAP BEEF,All EVM (Combined),OTHERS,OTHERS
MCDHK,6808,EVM RICE BOWL BEEF,All EVM (Combined),OTHERS,OTHERS
MCDHK,6809,EVM RICE BOWL CHICKEN,All EVM (Combined),OTHERS,OTHERS
MCDHK,6810,$16HAM&CHEESE EVB,EVB,OTHERS,OTHERS
MCDHK,6817,$16 SAUSAGE W/EGG EVB,EVB,OTHERS,OTHERS
MCDHK,6818,SAUSAGE W/EGG EVB COUPON,EVB,OTHERS,OTHERS
MCDHK,6831,EVM RICE BOWL BEEF,All EVM (Combined),OTHERS,OTHERS
MCDHK,6832,EVM RICE BOWL CHICKEN,All EVM (Combined),OTHERS,OTHERS
MCDHK,6890,SAUSAGE MCMUFFIN W/EGG (ORIGINAL PRICE),Entrees,OTHERS,OTHERS
MCDHK,6948,$5 CORN 5OZ,Sides,OTHERS,OTHERS
MCDHK,7451,$11 / $15 Cheese Burger+,Combo,OTHERS,OTHERS
MCDHK,7459,$13 / $19 Egg Sausage Muffin+,Combo,OTHERS,OTHERS
MCDHK,7461,MCWING 2PCS (CATERING),Combo,OTHERS,OTHERS
MCDHK,7499,Sausage Muffin+Apple Pie,Combo,OTHERS,OTHERS
MCDHK,7586,Bonaqua 500Ml,Beverages Cold,OTHERS,OTHERS
MCDHK,7592,Bonaqua 500Ml KIOSK,Beverages Cold,OTHERS,OTHERS
MCDHK,7593,Bonaqua 770ML,Beverages Cold,OTHERS,OTHERS
MCDHK,7594,Bonaqua 700Ml KIOSK,Beverages Cold,OTHERS,OTHERS
MCDHK,7596,ICED FRESH LEMON TEA EVM,Beverages Cold,OTHERS,OTHERS
MCDHK,7601,EVM+2PCS SMOKY MCWINGS,Entrees,OTHERS,OTHERS
MCDHK,7602,EVM+4PCS SMOKY MCWINGS,Entrees,OTHERS,OTHERS
MCDHK,7604,4PCS SMOKY MCWINGS EVM+,Entrees,OTHERS,OTHERS
MCDHK,7615,EVM +$4 Bonaqua (500Ml),Beverages Cold,OTHERS,OTHERS
MCDHK,7619,WASABI SAKANA SUPREME EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,7630,4PCS Pickled Chili WINGS EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,7635,$25 RICE WRAP CHICKEN EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,7636,$25 RICE WRAP BEEF EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,7637,$25 RICE BOWL BEEF EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,7638,$25 RICE BOWL CHICKEN EVM,All EVM (Combined),OTHERS,OTHERS
MCDHK,7640,BROCCOLI,Sides,OTHERS,OTHERS
MCDJP,-99841399,Other CPN - ALC Set - Ebi Filet-O,Entree,OTHERS,OTHERS
MCDJP,-99841255,Other CPN - ALC Set - Juicy Chicken Filet-O,Entree,OTHERS,OTHERS
MCDJP,-99841040,Other CPN - ALC Set - Bacon Lettuce Burger,Entree,OTHERS,OTHERS
MCDJP,-99831399,FSI/Miseru CPN - ALC Set - Ebi Filet-O,Entree,OTHERS,OTHERS
MCDJP,-99831255,FSI/Miseru CPN - ALC Set - Juicy Chicken Filet-O,Entree,OTHERS,OTHERS
MCDJP,-99831040,FSI/Miseru CPN - ALC Set - Bacon Lettuce Burger,Entree,OTHERS,OTHERS
MCDJP,-99821399,MSM CPN - ALC Set - Ebi Filet-O,Entree,OTHERS,OTHERS
MCDJP,-99821255,MSM CPN - ALC Set - Juicy Chicken Filet-O,Entree,OTHERS,OTHERS
MCDJP,-99821040,MSM CPN - ALC Set - Bacon Lettuce Burger,Entree,OTHERS,OTHERS
MCDJP,-99811399,Kasazu CPN - ALC Set - Ebi Filet-O,Entree,OTHERS,OTHERS
MCDJP,-99811255,Kasazu CPN - ALC Set - Juicy Chicken Filet-O,Entree,OTHERS,OTHERS
MCDJP,-99811040,Kasazu CPN - ALC Set - Bacon Lettuce Burger,Entree,OTHERS,OTHERS
MCDJP,-99601399,ALC w/Condiment - Ebi Filet-O,Entree,OTHERS,OTHERS
MCDJP,-99601255,ALC w/Condiment - Chicken Filet-O,Entree,OTHERS,OTHERS
MCDJP,-16141399,Other CPN - Family Bundle - 3E/4S/4D/1DS - Ebi Filet-O,Family Bundle Other,OTHERS,OTHERS
MCDJP,-16141255,Other CPN - Family Bundle - 3E/4S/4D/1DS - Juicy Chicken Filet-O,Family Bundle Other,OTHERS,OTHERS
MCDJP,-16041399,Other CPN - Family Bundle - 3E/5S/3D/1DS - Ebi Filet-O,Family Bundle Other,OTHERS,OTHERS
MCDJP,-16041255,Other CPN - Family Bundle - 3E/5S/3D/1DS - Juicy Chicken Filet-O,Family Bundle Other,OTHERS,OTHERS
MCDJP,-15801399,Family Bundle - 2E/4S/2D - Ebi Filet-O,Other Bundle,OTHERS,OTHERS
MCDJP,-15801255,Family Bundle - 2E/4S/2D - Juicy Chicken Filet-O,Other Bundle,OTHERS,OTHERS
MCDJP,-15541399,Other CPN - Family Bundle - 3E/6S/3D - Ebi Filet-O,Other Bundle,OTHERS,OTHERS
MCDJP,-15541255,Other CPN - Family Bundle - 3E/6S/3D - Juicy Chicken Filet-O,Other Bundle,OTHERS,OTHERS
MCDJP,-15501399,Family Bundle - 3E/6S/3D - Ebi Filet-O,Other Bundle,OTHERS,OTHERS
MCDJP,-15401399,Family Bundle - 2E/3S/3D - Ebi Filet-O,Other Bundle,OTHERS,OTHERS
MCDJP,-15401255,Family Bundle - 2E/3S/3D - Juicy Chicken Filet-O,Other Bundle,OTHERS,OTHERS
MCDJP,-15241399,Other CPN - Family Bundle - 3E/4S/3D/2DS - Ebi Filet-O,Other Bundle,OTHERS,OTHERS
MCDJP,-15241255,Other CPN - Family Bundle - 3E/4S/3D/2DS - Juicy Chicken Filet-O,Other Bundle,OTHERS,OTHERS
MCDJP,-15201399,Family Bundle - 3E/4S/3D/2DS - Ebi Filet-O,Other Bundle,OTHERS,OTHERS
MCDJP,-15101399,Family Bundle - 2E/3S/2D/1DS - Ebi Filet-O,Other Bundle,OTHERS,OTHERS
MCDJP,-15101255,Family Bundle - 2E/3S/2D/1DS - Juicy Chicken Filet-O,Other Bundle,OTHERS,OTHERS
MCDJP,-14531255,FSI/Miseru CPN - EVM + Dessert - Juicy Chicken Filet-O,Other Bundle,OTHERS,OTHERS
MCDJP,-14521255,MSM CPN - EVM + Dessert - Juicy Chicken Filet-O,Other Bundle,OTHERS,OTHERS
MCDJP,-14511255,Kasazu CPN - EVM + Dessert - Juicy Chicken Filet-O,Other Bundle,OTHERS,OTHERS
MCDJP,99909184,#99909184,Pending,OTHERS,OTHERS
MCDJP,99909186,#99909186,Pending,OTHERS,OTHERS
MCDJP,99909190,#99909190,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909191,#99909191,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909193,#99909193,Pending,OTHERS,OTHERS
MCDJP,99909195,#99909195,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909200,#99909200,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909201,#99909201,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909202,#99909202,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909208,#99909208,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909217,#99909217,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909219,#99909219,Pending,OTHERS,OTHERS
MCDJP,99909234,#99909234,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909237,#99909237,Pending,OTHERS,OTHERS
MCDJP,99909240,#99909240,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909243,#99909243,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909245,#99909245,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909249,#99909249,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909250,#99909250,Pending,OTHERS,OTHERS
MCDJP,99909251,#99909251,Pending,OTHERS,OTHERS
MCDJP,99909252,#99909252,EVM (M),OTHERS,OTHERS
MCDJP,99909256,#99909256,EVM (M),OTHERS,OTHERS
MCDJP,99909257,#99909257,Pending,OTHERS,OTHERS
MCDJP,99909262,#99909262,Pending,OTHERS,OTHERS
MCDJP,99909266,#99909266,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909268,#99909268,Pending,OTHERS,OTHERS
MCDJP,99909269,#99909269,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909271,#99909271,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909274,#99909274,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909275,#99909275,Pending,OTHERS,OTHERS
MCDJP,99909278,#99909278,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909281,#99909281,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909289,#99909289,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909293,#99909293,Pending,OTHERS,OTHERS
MCDJP,99909295,#99909295,Pending,OTHERS,OTHERS
MCDJP,99909296,#99909296,EVM (L),OTHERS,OTHERS
MCDJP,99909297,#99909297,Pending,OTHERS,OTHERS
MCDJP,99909298,#99909298,Pending,OTHERS,OTHERS
MCDJP,99909299,#99909299,Pending,OTHERS,OTHERS
MCDJP,99909300,#99909300,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909625,#99909625,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909626,#99909626,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909628,#99909628,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909646,#99909646,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909647,#99909647,HM,OTHERS,OTHERS
MCDJP,99909661,#99909661,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909662,#99909662,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909663,#99909663,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909665,#99909665,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909666,#99909666,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909667,#99909667,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909669,#99909669,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909671,#99909671,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909673,#99909673,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909685,#99909685,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909689,#99909689,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909691,#99909691,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909888,#99909888,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909890,#99909890,HM,OTHERS,OTHERS
MCDJP,99909963,#99909963,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909967,#99909967,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99909971,#99909971,HM,OTHERS,OTHERS
MCDJP,99919316,Kasazu CPN - #99919316,HM,OTHERS,OTHERS
MCDJP,99919328,Kasazu CPN - #99919328,HM,OTHERS,OTHERS
MCDJP,99919338,Kasazu CPN - #99919338,Pending,OTHERS,OTHERS
MCDJP,99919403,Kasazu CPN - #99919403,HM,OTHERS,OTHERS
MCDJP,99919404,Kasazu CPN - #99919404,Pending,OTHERS,OTHERS
MCDJP,99919418,Kasazu CPN - #99919418,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99919430,Kasazu CPN - #99919430,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99919456,Kasazu CPN - #99919456,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99919504,Kasazu CPN - #99919504,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99919536,Kasazu CPN - #99919536,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99919562,Kasazu CPN - #99919562,Pending,OTHERS,OTHERS
MCDJP,99919604,Kasazu CPN - #99919604,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99919611,Kasazu CPN - #99919611,Pending,OTHERS,OTHERS
MCDJP,99919614,Kasazu CPN - #99919614,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99919615,Kasazu CPN - #99919615,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99919696,Kasazu CPN - #99919696,Pending,OTHERS,OTHERS
MCDJP,99919716,Kasazu CPN - #99919716,Pending,OTHERS,OTHERS
MCDJP,99919732,Kasazu CPN - #99919732,Pending,OTHERS,OTHERS
MCDJP,99919808,Kasazu CPN - #99919808,Pending,OTHERS,OTHERS
MCDJP,99929316,MSM CPN - #99929316,HM,OTHERS,OTHERS
MCDJP,99929328,MSM CPN - #99929328,HM,OTHERS,OTHERS
MCDJP,99929536,MSM CPN - #99929536,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99929604,MSM CPN - #99929604,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99929808,MSM CPN - #99929808,Pending,OTHERS,OTHERS
MCDJP,99929950,MSM CPN - #99929950,HM,OTHERS,OTHERS
MCDJP,99929995,MSM CPN - #99929995,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99929996,MSM CPN - #99929996,Pending,OTHERS,OTHERS
MCDJP,99929997,MSM CPN - #99929997,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99939306,#99939306,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99939315,#99939315,Pending,OTHERS,OTHERS
MCDJP,99939316,#99939316,HM,OTHERS,OTHERS
MCDJP,99939323,#99939323,HM,OTHERS,OTHERS
MCDJP,99939328,#99939328,HM,OTHERS,OTHERS
MCDJP,99939335,#99939335,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99939336,#99939336,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99939338,#99939338,Pending,OTHERS,OTHERS
MCDJP,99939341,#99939341,HM,OTHERS,OTHERS
MCDJP,99939355,#99939355,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99939370,#99939370,Pending,OTHERS,OTHERS
MCDJP,99939371,#99939371,Pending,OTHERS,OTHERS
MCDJP,99939386,#99939386,Pending,OTHERS,OTHERS
MCDJP,99939390,#99939390,Pending,OTHERS,OTHERS
MCDJP,99939397,#99939397,EVM (M),OTHERS,OTHERS
MCDJP,99939401,#99939401,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99939403,#99939403,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99939419,#99939419,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99939439,#99939439,Pending,OTHERS,OTHERS
MCDJP,99939456,#99939456,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99939464,#99939464,Miscellaneous Set,OTHERS,OTHERS
MCDJP,99939509,#99939509,Pending,OTHERS,OTHERS
MCDJP,99939515,#99939515,HM,OTHERS,OTHERS
MCDAU,8209,$4.75 LRG McCHKN VM,Large EVM,OTHERS,OTHERS
MCDAU,8211,$4.75 LRG QTR PNDR VM,Combo,OTHERS,OTHERS
MCDAU,8214,$1 WATER 600ml,Beverages Cold,OTHERS,OTHERS
MCDAU,8215,50c WATER 600ML,Beverages Cold,OTHERS,OTHERS
MCDAU,8240,2 Garden Salad $4.95,Combo,OTHERS,OTHERS
MCDAU,8245,$2 DBL FUDGE McFLURRY,Desserts,OTHERS,OTHERS
MCDAU,8246,$2 STR CRMBL McFLURRY,Desserts,OTHERS,OTHERS
MCDAU,8247,$2 CAR CKIE McFLURRY,Desserts,OTHERs,OTHERS
MCDAU,8248,$2 BUBBLEGUM McFLURRY,Desserts,OTHERS,OTHERS
MCDAU,8263,$2 10pc McBITES,Entrée,OTHERS,OTHERS
MCDAU,8309,MAC & 2 CHB $4.00,Combo,OTHERS,OTHERS
MCDAU,8313,MAC & 2 CHB FREE,Combo,OTHERS,OTHERS
MCDAU,8314,BIG MAC+CHB+L FRIES,Combo,OTHERS,OTHERS
MCDAU,8396,$7.50 2 MCHK+2L/FRY,Combo,OTHERS,OTHERS
MCDAU,8404,$5.50 LRG HMB VM,Large EVM,OTHERS,OTHERS
MCDAU,8410,$2 CHICKEN n CHEESE ,Entrée,OTHERS,OTHERS
MCDAU,8436,ORANGE MUFFIN DEAL,Desserts,OTHERS,OTHERS
MCDAU,8443,MED EP HOT CHOCOLATE,Beverages Hot,OTHERS,OTHERS
MCDAU,8485,10 PCS MCBITES LSM,Entrée,OTHERS,OTHERS
MCDAU,8539,$1 LRG FROZEN COKE,Beverages Cold,OTHERS,OTHERS
MCDAU,8540,$1 LRG FROZEN R'BERRY,Beverages Cold,OTHERS,OTHERS
MCDAU,8555,$2 MED FROZEN COKE,Beverages Cold,OTHERS,OTHERS
MCDAU,8569,$2 MED FROZEN R'BERRY,Beverages Cold,OTHERS,OTHERS
MCDAU,8573,$1.50 MED FROZ COKE,Beverages Cold,OTHERS,OTHERS
MCDAU,8579,$1.50 MED FROZ RBRY,Beverages Cold,OTHERS,OTHERS
MCDAU,8584,2 L/FRy & 2 6pc NUGG,Combo,OTHERS,OTHERS
MCDAU,8597,2 L/FRY&6NUG $4.95,Combo,OTHERS,OTHERS
MCDAU,8638,4 APPLE PIES DINNER DEAL,Desserts,OTHERS,OTHERS
MCDAU,8661,$2 STD EP CAPPUCCINO,Beverages Hot,OTHERS,OTHERS
MCDAU,8662,$2 STD EP CAFFE LATTE,Beverages Hot,OTHERS,OTHERS
MCDAU,8663,$2 STD EP FLAT WHITE,Beverages Hot,OTHERS,OTHERS
MCDAU,8711,$1 SML CAPPUCCINO,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,8721,$2 SML CAPPUCCINO,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,8722,$2 SML FLAT WHITE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,8723,$2 SML CAFFE LATTE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,8724,$2 SML LONG BLACK,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,8726,$1 SML FLAT WHITE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,8727,$1 SML CAFÉ LATTE,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,8728,$1 SML LONG BLACK,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,8738,$9.95 CAFE DEAL,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,8739,$14.45 CAFE DEAL,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,8750,$1 BLUEBERRY MUFF,McCafe Pastries,OTHERS,OTHERS
MCDAU,8751,$1 MUD MUFF,McCafe Pastries,OTHERS,OTHERS
MCDAU,8755,$1 ORANGE POP MUFF,McCafe Pastries,OTHERS,OTHERS
MCDAU,8776,SCONE N COFFEE,McCafe Pastries,OTHERS,OTHERS
MCDAU,8779,CBABYCINO & BABYCINO LSM,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,8780,EP SML CAPP $1,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,8781,EP SML FLAT WHT $1,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,8782,EP SML LONG BLCK $1,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,8783,EP SML LATTE $1,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,8784,EP SHORT BLACK $1,McCafe Drinks Hot,OTHERS,OTHERS
MCDAU,8785,WH HAM CH TOM SND DEAL ,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,8786,WHL HAM CH TOM SND DEAL ,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,8787,HAM CHS CROISSANT DEAL,McCafe Sandwiches,OTHERS,OTHERS
MCDAU,8788,Carrot Cake Deal,McCafe Pastries,OTHERS,OTHERS
MCDAU,8789,Jaffa Cake Deal,McCafe Pastries,OTHERS,OTHERS
MCDAU,8790,$1 600ml Water,McCafe Drinks Cold,OTHERS,OTHERS
MCDAU,8791,COOKIES N CREAM CAKE DEAL ,McCafe Pastries,OTHERS,OTHERS
MCDAU,8792,Mango Ch/Cake Deal,McCafe Pastries,OTHERS,OTHERS
MCDAU,8793,RASPBERRY CH/CAKE DEAL ,McCafe Pastries,OTHERS,OTHERS
MCDAU,8794,Warm Dble Choc Cake Deal,McCafe Pastries,OTHERS,OTHERS
MCDAU,8795,MUD MUFFIN DEAL ,McCafe Pastries,OTHERS,OTHERS
MCDAU,8796,ORANGE POPPYSEED MUF DEAL ,McCafe Pastries,OTHERS,OTHERS
MCDAU,8797,WALNUT BRAN MUFFIN DEAL,McCafe Pastries,OTHERS,OTHERS
MCDAU,8799,BLUEBERRY MUFFIN DEAL ,McCafe Pastries,OTHERS,OTHERS
MCDAU,8801,2 BAC EGG $4,Combo,OTHERS,OTHERS
MCDAU,8803,2 BAC EGG $5,Combo,OTHERS,OTHERS
MCDAU,8805,$4.95 Deal,McCafe Pastries,OTHERS,OTHERS
MCDAU,8811,2 SAU EGG $4,Combo,OTHERS,OTHERS
MCDAU,8813,2 SAU EGG $5,Combo,OTHERS,OTHERS
MCDAU,8814,2 McMUFFIN 2 H/BROWN,Combo,OTHERS,OTHERS
MCDAU,8825,CARROT CAKE LSM,McCafe Pastries,OTHERS,OTHERS
MCDAU,8827,COOKIES N CREAM LSM,McCafe Pastries,OTHERS,OTHERS
MCDAU,8828,WRM DBL CHC CAKE LSM,McCafe Pastries,OTHERS,OTHERS
MCDAU,8836,R'BERRY C/CAKE LSM,McCafe Pastries,OTHERS,OTHERS
MCDAU,8837,B'BERRY MINI C/CAKE LSM,McCafe Pastries,OTHERS,OTHERS
